	Alphaproteobacteria	Thermoleophilia	Verrucomicrobiae	Subgroup_6	Blastocatellia_(Subgroup_4)	Planctomycetacia	Actinobacteria	Gammaproteobacteria	Deltaproteobacteria	Bacilli	Bacteria_unclassified	Acidimicrobiia	Acidobacteriia	Bacteroidia	NC10	Gemmatimonadetes	MB-A2-108	Phycisphaerae	Chloroflexia	KD4-96	Nitrososphaeria	Anaerolineae	Rubrobacteria	Holophagae	TK10	Armatimonadetes_class	Entotheonellia	Subgroup_5	Clostridia	Actinobacteria_unclassified	Ktedonobacteria	Subgroup_17	Subgroup_25	Chlamydiae	Latescibacteria_cl	Thermoanaerobaculia	Babeliae	Dehalococcoidia	Chloroflexi_unclassified	Subgroup_22	OM190	S0134_terrestrial_group	Proteobacteria_unclassified	Gitt-GS-136	Chthonomonadetes	Nitrospira	Subgroup_11	JG30-KF-CM66	Melainabacteria	Subgroup_18	Acidobacteria_unclassified	Fimbriimonadia	Erysipelotrichia	BRC1_cl	OLB14	Longimicrobia	Lineage_IIa	Oxyphotobacteria	Latescibacteria	Negativicutes	Pla4_lineage	Planctomycetes_unclassified	Armatimonadia	Parcubacteria	Ignavibacteria	BD2-11_terrestrial_group	Sericytochromatia	0319-7L14	Fibrobacteria	AKAU4049	Lineage_IIb	Firmicutes_unclassified	AT-s3-28	AD3	FBP_cl	Coriobacteriia	Elusimicrobia	Pla3_lineage	WS2_cl	Armatimonadetes_unclassified	vadinHA49	Bacteroidetes_unclassified	Mollicutes	Woesearchaeia	Omnitrophia	Subgroup_15	GAL15_cl	Microgenomatia	Nitriliruptoria	Gracilibacteria	Rhodothermia	Omnitrophicaeota_cl	Cyanobacteria_unclassified	Patescibacteria_class	Saccharimonadia	WS4_cl	Chitinivibrionia	Lineage_IIc	ABY1	Subgroup_20	Dadabacteriia	Euryarchaeota_unclassified	Latescibacteria_unclassified	BD7-11	Methanobacteria	4-29-1	P2-11E	Hydrogenedentia	Archaea_unclassified	Thermodesulfovibrionia	028H05-P-BN-P5	SHA-26	Thermoplasmata	WPS-2_cl	Margulisbacteria_cl	Omnitrophicaeota_unclassified	Gemmatimonadetes_unclassified	Berkelbacteria	Subgroup_9	Patescibacteria_unclassified	Nanoarchaeaeota_unclassified	Kiritimatiellae	Elusimicrobia_unclassified	Deinococci	Subgroup_19	FFCH16263	Subgroup_21	KIST-JJY010	Fibrobacteres_unclassified	Limnochordia	Methanomicrobia
cb6a	0.1820482482087661	0.15302701636757818	0.04755800959705522	0.08331690001971882	0.07378557812397189	0.05741799776506968	0.04160915006902002	0.044107013738250316	0.05376980214290432	0.022809439295339563	0.024321304147768473	0.0235325050943273	0.010320120949188213	0.010648787221455347	0.017945178465785847	0.010681653848682063	0.019128377045947564	0.0072963912443304866	0.011503319529349916	0.010385854203641628	0.0008873989351212778	0.013179517517912326	0.005324393610727661	0.0033195293498981143	0.005160060474594089	0.00552159337408794	0.005357260237954376	0.002826529941497404	0.005587326628541367	0.004962860711233804	0.0043712614211529575	0.005653059882994803	0.004404128048379673	0.0031223295865378314	0.0029579964504042604	0.0015118648524288442	0.002037730888056269	0.001511864852428844	0.0014789982252021306	0.001018865444028134	0.001084598698481562	0.0004929994084007099	0.0014789982252021302	0.00029579964504042593	0.001413264970748702	3.2866627226713995e-05	0.0006244659173075659	0.000854532307894564	0.00029579964504042593	0.0013803983435219881	0.00029579964504042593	0.0003286662722671399	0.00013146650890685598	0.0004929994084007099	0.00016433313613356998	9.859988168014198e-05	0.00013146650890685598	0.00019719976336028398	0.00016433313613356998	0.0005587326628541379	0.0004601327811739959	9.859988168014198e-05	6.573325445342799e-05	0.0004601327811739958	0.00013146650890685598	0.0	6.573325445342799e-05	3.2866627226713995e-05	6.573325445342799e-05	0.00032866627226713996	6.573325445342799e-05	9.859988168014198e-05	6.573325445342799e-05	0.0	6.573325445342799e-05	0.00016433313613356998	6.573325445342799e-05	6.573325445342799e-05	0.00016433313613356998	0.00019719976336028398	0.00019719976336028398	3.2866627226713995e-05	3.2866627226713995e-05	0.00013146650890685598	3.2866627226713995e-05	6.573325445342799e-05	0.0	0.0	9.859988168014198e-05	6.573325445342799e-05	3.2866627226713995e-05	3.2866627226713995e-05	3.2866627226713995e-05	0.0	0.0	9.859988168014198e-05	3.2866627226713995e-05	0.00013146650890685598	3.2866627226713995e-05	3.2866627226713995e-05	0.0	0.0	0.0	0.0	0.0	9.859988168014198e-05	0.0	0.0	0.0	6.573325445342799e-05	3.2866627226713995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.573325445342799e-05	3.2866627226713995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2866627226713995e-05	0.0	0.0	0.0
cb6b	0.18380267072580167	0.12737839894831562	0.054141008787103144	0.07790770082335878	0.07482875527572147	0.05888050923683723	0.043727945755206665	0.04902096450563922	0.05753130837888363	0.026257524389400207	0.02252127585968329	0.024320210336954383	0.011277935376738437	0.013042274960215918	0.019649899674808017	0.010482252819483876	0.020099633294125813	0.00774925620978343	0.012592541340898118	0.00999792430637239	0.0010032519200166056	0.010170898775340782	0.005846537051131252	0.0038054383173043655	0.00515463917525773	0.005984916626305953	0.005846537051131252	0.0028021863972877595	0.005085449387670377	0.005881131944924928	0.005050854493876701	0.004947069812495675	0.004912474918701998	0.002698401715906731	0.0039784127862727454	0.0009340621324292536	0.002110288521414238	0.0017643395834774785	0.00131460596415969	0.001037846813810282	0.0012800110703660142	0.0008994672386355777	0.0009686570262229301	0.00024216425655573237	0.0017297446896838023	6.918978758735211e-05	0.000588113194492493	0.0006918978758735213	0.0003805438317304366	0.0009340621324292534	0.0003805438317304366	0.00013837957517470422	3.4594893793676056e-05	0.0003113540441430845	0.00010378468138102817	0.00010378468138102817	0.00027675915034940844	0.0003113540441430845	0.0005535183006988169	0.00027675915034940844	0.00013837957517470422	0.00013837957517470422	0.0003113540441430845	0.0004497336193177887	0.00034594893793676054	0.0	0.00027675915034940844	6.918978758735211e-05	6.918978758735211e-05	0.00024216425655573237	3.4594893793676056e-05	0.00013837957517470422	0.00020756936276205632	0.0	6.918978758735211e-05	0.00013837957517470422	3.4594893793676056e-05	6.918978758735211e-05	3.4594893793676056e-05	3.4594893793676056e-05	6.918978758735211e-05	6.918978758735211e-05	6.918978758735211e-05	0.00010378468138102817	0.0	0.0	3.4594893793676056e-05	0.00010378468138102817	6.918978758735211e-05	0.0	0.0	0.0	6.918978758735211e-05	0.0	0.0	6.918978758735211e-05	6.918978758735211e-05	3.4594893793676056e-05	0.0	6.918978758735211e-05	0.0	0.0	0.0	0.0	3.4594893793676056e-05	0.00013837957517470422	6.918978758735211e-05	0.0	0.0	0.00013837957517470422	0.0	3.4594893793676056e-05	0.0	0.0	6.918978758735211e-05	0.0	0.0	0.0	6.918978758735211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wa4a	0.18887345805081007	0.1528469896250289	0.02589657707703631	0.10974048961141404	0.06105165699970061	0.04547558750646786	0.05092176565095467	0.07153554992783714	0.04348773248372992	0.02034147536965943	0.019306701522206975	0.02807504833483115	0.012526209732320388	0.010810663616806953	0.008414345233232588	0.023990414726465795	0.007461264057947336	0.009122348392015938	0.009176810173460812	0.00590910328676851	0.01734607739019144	0.005473409035209541	0.013179751109658824	0.004111864499087765	0.004411404297034556	0.004738174985703782	0.003757862919696103	0.0020423168041826647	0.0011436974103422922	0.00334939955885957	0.00046292514228140404	0.00334939955885957	0.00231462571140702	0.0013070827546769056	0.0012526209732320343	0.002423549274296762	0.0008169267216730659	0.0020695476949051	0.001388775426844212	0.0011164665196198567	0.001443237208289083	0.0023418566021294555	0.0008713885031179369	0.0021240094763499712	0.0002450780165019198	0.0014160063175666475	0.0004901560330038395	0.0007080031587833237	0.00046292514228140404	0.00021784712577948426	0.0003540015793916619	0.000408463360836533	0.0003540015793916619	0.00010892356288974211	0.0008441576123955014	0.0006263104866160173	0.0004901560330038395	0.0001633853443346132	0.00016338534433461317	0.0	0.0003812324701140974	0.00029953979794679087	0.00010892356288974213	0.0001633853443346132	0.00029953979794679087	0.0002450780165019198	0.0003540015793916619	0.00013615445361217764	0.00024507801650191976	0.0002723089072243553	0.0001633853443346132	2.7230890722435532e-05	0.00010892356288974211	0.0	0.0001633853443346132	0.0	0.0002995397979467908	0.00016338534433461317	0.0001633853443346132	5.4461781444871064e-05	2.7230890722435532e-05	0.00010892356288974211	2.7230890722435532e-05	2.7230890722435532e-05	0.00021784712577948423	5.4461781444871064e-05	2.7230890722435532e-05	0.0	5.4461781444871064e-05	0.0	0.00010892356288974211	0.00021784712577948426	0.0	0.00010892356288974213	0.0	0.0	2.7230890722435532e-05	5.4461781444871064e-05	0.0	2.7230890722435532e-05	0.0001906162350570487	0.0	0.0	2.7230890722435532e-05	0.0	0.0	0.0	5.4461781444871064e-05	0.0	2.7230890722435532e-05	2.7230890722435532e-05	0.0	0.0	0.0	0.0	5.4461781444871064e-05	0.0	0.0	0.0	0.0	0.0	2.7230890722435532e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wa4b	0.1594531186797162	0.1415338564841017	0.027505865221260434	0.12195615241485344	0.06245449397297918	0.0634657390178778	0.04999595501981998	0.07212199660221685	0.04554647682226296	0.019335005258474248	0.02038670010516951	0.022490089798560008	0.010112450448992807	0.011366394304667921	0.012418089151363162	0.021519294555456696	0.006957365908907048	0.012296739745975262	0.011649542917239719	0.008049510557398271	0.014764177655529492	0.006997815710703026	0.012660787962138988	0.004570827602944747	0.005137124828088346	0.006067470269395685	0.004004530377801151	0.0023865383059623007	0.000768546234123453	0.003155084540085755	0.0006067470269395681	0.004287678990372949	0.003721381765229351	0.0010921446484912225	0.0015370924682469051	0.0025483375131461865	0.0010516948466952512	0.0024674379095542434	0.0010516948466952512	0.0009303454413073376	0.0021438394951864737	0.002548337513146186	0.0008494458377153954	0.00234608850416633	0.00020224900897985602	0.00137529326106302	0.0003235984143677696	0.0007280964323274818	0.0003640482161637409	0.00024269881077582724	0.0004449478197556833	0.0006876466305315106	0.0002831486125717984	0.0004853976215516545	0.000606747026939568	0.0008089960359194242	0.00040449801795971205	0.0002831486125717984	8.08996035919424e-05	4.04498017959712e-05	0.00040449801795971205	0.0001213494053879136	0.0001617992071838848	0.00020224900897985602	0.00020224900897985602	0.0004853976215516545	0.0001617992071838848	8.08996035919424e-05	0.00020224900897985602	0.0002831486125717984	0.00024269881077582724	0.0	0.0001213494053879136	0.0	8.08996035919424e-05	4.04498017959712e-05	0.0001617992071838848	0.0	8.08996035919424e-05	4.04498017959712e-05	0.0	4.04498017959712e-05	0.0	8.08996035919424e-05	0.00020224900897985602	0.0001213494053879136	0.0	0.0	8.08996035919424e-05	4.04498017959712e-05	8.08996035919424e-05	4.04498017959712e-05	0.0	8.08996035919424e-05	4.04498017959712e-05	0.0	0.0	0.0	0.0	0.0	0.000202249008979856	0.0	4.04498017959712e-05	4.04498017959712e-05	0.0	0.0	0.0	0.0	4.04498017959712e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.04498017959712e-05	0.0	4.04498017959712e-05	0.0	0.0	0.0	4.04498017959712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wa5a	0.21818748352148293	0.10570216437765223	0.17808777354329727	0.054456988087534165	0.05778864360873457	0.048153208216486755	0.058028331056302875	0.03681599194650218	0.03686392943601591	0.032213992953189205	0.015963184008053497	0.010833872630090351	0.023633182330241496	0.013686153256153959	0.010234654011169433	0.008173341962081436	0.006831092255698568	0.008245248196351944	0.0060401236787229395	0.007478248364133169	0.0006950935979482756	0.004170561587689648	0.003978811629634955	0.004146592842932816	0.003595311713525561	0.002636561923252077	0.004554061503799044	0.00548884254931569	0.002444811965197381	0.002348936986170033	0.006303779871048146	0.0024208432204405454	0.0030679993288751472	0.00203734330433115	0.0011265310035713425	0.0009108123007598093	0.001054624769300832	0.00031159368183888205	0.001030656024543995	0.0008389060664892982	0.00031159368183888205	4.793748951367417e-05	0.001102562258814506	0.00019174995805469668	0.0008628748112461354	7.190623427051125e-05	0.00021571870281153377	0.0001677812132978596	0.0005033436398935786	0.00023968744756837086	0.0003115936818388821	0.0001677812132978596	0.0002636561923252079	0.00033556242659571917	2.3968744756837084e-05	0.00014381246854102252	0.00031159368183888205	0.0008628748112461355	4.793748951367417e-05	7.190623427051125e-05	0.0001677812132978596	4.793748951367417e-05	0.0004074686608662304	0.0002157187028115338	4.793748951367417e-05	0.0	0.0001917499580546967	0.0	7.190623427051125e-05	0.0	2.3968744756837084e-05	0.00011984372378418543	0.00011984372378418542	0.0007190623427051126	0.00023968744756837086	2.3968744756837084e-05	2.3968744756837084e-05	7.190623427051125e-05	0.0	0.0	7.190623427051125e-05	0.00011984372378418543	2.3968744756837084e-05	2.3968744756837084e-05	2.3968744756837084e-05	4.793748951367417e-05	0.0	9.587497902734834e-05	0.0	2.3968744756837084e-05	0.0	0.0	9.587497902734834e-05	0.0	0.0	0.0	0.0	2.3968744756837084e-05	2.3968744756837084e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3968744756837084e-05	0.0	0.0	0.0	0.0	7.190623427051125e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wa5b	0.2008917334867497	0.09845025349681774	0.15396785444608246	0.059257128474344646	0.056452482830534646	0.05627269785336732	0.058502031570241954	0.04332817949732117	0.04509007227356079	0.03538168350652618	0.01787062673043039	0.00945668979900039	0.024235014922153093	0.017942540721297317	0.01182985149760886	0.008449893926863466	0.006831829132357699	0.009276904821833082	0.0061126892236884655	0.00640034518715616	0.0007910538995361548	0.006040775232821541	0.004027183488547697	0.005105893351551544	0.0040271834885476955	0.004135054474848081	0.004890151378950774	0.0065441731688900065	0.0027686886483765396	0.003092301607277695	0.007155442091258849	0.0019776347488403867	0.003523785552479235	0.001546150803638847	0.0014382798173384627	0.0016540217899392324	0.0016899787853726933	0.0002157419726007695	0.0010427528675703854	0.0007191399086692315	0.0005393549315019237	0.00021574197260076946	0.0015821077990723087	0.00028765596346769267	0.000898924885836539	0.0	0.000431483945201539	0.0002157419726007695	0.000431483945201539	7.191399086692315e-05	0.00028765596346769267	0.00043148394520153903	0.0005753119269353852	0.0002157419726007695	0.00010787098630038473	0.00028765596346769267	0.0002157419726007695	0.0005753119269353852	7.191399086692315e-05	3.595699543346158e-05	0.00028765596346769267	0.00010787098630038473	0.000431483945201539	0.00010787098630038473	0.0001438279817338463	7.191399086692315e-05	0.0001797849771673079	0.0	0.000431483945201539	0.0	0.0001797849771673079	0.00010787098630038473	0.0001797849771673079	0.0005753119269353852	0.000251698968034231	7.191399086692315e-05	7.191399086692315e-05	0.0	0.0	3.595699543346158e-05	0.00010787098630038473	3.595699543346158e-05	0.00010787098630038473	0.0	0.0	0.0	0.0	3.595699543346158e-05	0.0	7.191399086692315e-05	0.0	0.0	0.00010787098630038473	3.595699543346158e-05	0.0	0.0	0.0	0.0	3.595699543346158e-05	3.595699543346158e-05	0.0	3.595699543346158e-05	0.0	0.0	3.595699543346158e-05	0.0	0.0	0.0	0.0	0.0	7.191399086692315e-05	3.595699543346158e-05	3.595699543346158e-05	7.191399086692315e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.595699543346158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wa6a	0.17826694105541893	0.09212847273261737	0.09484786123768887	0.06765397618697605	0.07662060855504882	0.05343230927532023	0.05846685285903292	0.05207261502278436	0.051741878582978525	0.046523592532706264	0.017014552403351473	0.009407614287814212	0.019366455975304953	0.018374246655887057	0.011355284433338239	0.010877554020285183	0.005990004409819193	0.011355284433338254	0.010510069087167445	0.010399823607232106	0.0020211671321475823	0.007680435102160799	0.007165956195795968	0.010987799500220502	0.008525650448331621	0.006026752903130964	0.0030501249448772615	0.0033073643980596813	0.012347493752756162	0.00382184330442452	0.005328531530207257	0.0037115978244891975	0.0036013523445538745	0.002315155078641778	0.002204909598706454	0.0018741731589004857	0.001139203292665001	0.0006982213729237101	0.0010657063060414524	0.0004409819197412906	0.0008452153461708069	0.0006982213729237101	0.0008084668528590327	0.0004409819197412906	0.0007717183595472585	7.349698662354843e-05	0.00018374246655887108	0.0002572394531824195	0.001249448772600324	0.0002204909598706453	0.0005879758929883875	0.0004777304130530648	0.0009922093194179038	0.000514478906364839	0.00022049095987064529	0.00033073643980596794	0.00044098191974129057	0.0010657063060414524	0.00014699397324709687	0.0012127002792885493	0.00018374246655887108	0.00022049095987064529	0.000514478906364839	0.0002572394531824195	0.00029398794649419373	7.349698662354843e-05	0.0006247243863001617	7.349698662354843e-05	7.349698662354843e-05	0.0	0.00018374246655887108	0.00040423342642951636	0.00011024547993532266	3.674849331177422e-05	0.00029398794649419373	0.00011024547993532266	0.00014699397324709687	3.674849331177422e-05	7.349698662354843e-05	0.00014699397324709687	3.674849331177422e-05	0.00011024547993532266	0.0	0.00011024547993532266	0.0	0.0	0.0	0.0	3.674849331177422e-05	7.349698662354843e-05	3.674849331177422e-05	0.0	3.674849331177422e-05	0.0	0.0	3.674849331177422e-05	0.00011024547993532266	3.674849331177422e-05	3.674849331177422e-05	0.0	0.0	0.00014699397324709687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.674849331177422e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.674849331177422e-05	0.0	0.0	0.0	0.0	0.0	0.0
wa6b	0.19954953788800467	0.09762601289253589	0.09382038470499886	0.06265047764517029	0.07756232686980585	0.04895539389546116	0.06347891371320565	0.049550832319361846	0.04693608097962529	0.046055867657337976	0.01711238253035423	0.010251896341936944	0.017397157428741494	0.016724053123462788	0.00931990576539725	0.009345794392523338	0.004867061899707461	0.010174230460558637	0.010018898697802014	0.009915344189297633	0.0018122038988272453	0.0080772516633443	0.0073782587309395	0.010303673596189169	0.00807725166334429	0.00463406425557253	0.0031584125093846284	0.004323400730059287	0.011649882206746523	0.0034690760348978725	0.005022393662464085	0.0026924172211147653	0.0032878556450151456	0.002562974085484251	0.0015274290004401077	0.0014756517461879002	0.000880213322287519	0.0008543246951614155	0.001449763119061798	0.000569549796774277	0.0010355450850441403	0.00051777254252207	0.0010355450850441403	0.00036244077976544905	0.0010355450850441403	5.1777254252207005e-05	0.000155331762756621	0.00020710901700882802	0.0009061019494136225	0.0003365521526393455	0.000569549796774277	0.0002847748983871385	0.0008543246951614155	0.000569549796774277	0.00018122038988272452	0.000310663525513242	0.0002329976441349315	0.0011390995935485547	0.0001294431356305175	0.00139798586480959	0.00028477489838713856	0.00023299764413493152	0.000258886271261035	0.0003883294068915525	0.000155331762756621	2.5888627126103502e-05	0.0002847748983871385	0.000258886271261035	0.00020710901700882802	0.0	5.1777254252207005e-05	0.000258886271261035	7.766588137831051e-05	7.766588137831051e-05	0.0001812203898827245	0.00038832940689155254	5.1777254252207005e-05	5.1777254252207005e-05	0.0	0.00010355450850441401	2.5888627126103502e-05	0.0	5.1777254252207005e-05	7.766588137831051e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.5888627126103502e-05	0.0	7.766588137831051e-05	0.0	5.1777254252207005e-05	2.5888627126103502e-05	7.766588137831051e-05	0.0	0.0	0.0	2.5888627126103502e-05	5.1777254252207005e-05	0.0	2.5888627126103502e-05	5.1777254252207005e-05	0.0	2.5888627126103502e-05	0.0	0.0	0.0	0.0	7.766588137831051e-05	0.0	0.0	5.1777254252207005e-05	0.0	0.0	2.5888627126103502e-05	0.0	2.5888627126103502e-05	0.0	0.0	0.0	0.0	0.0	2.5888627126103502e-05	0.0	0.0	0.0	0.0	2.5888627126103502e-05
wb4a	0.16647544118450794	0.23157405889745108	0.029913128995246608	0.11563678085559896	0.06217559962847611	0.04455553734360451	0.03663333879691842	0.047341965797956444	0.037370922799540886	0.011009124187291683	0.018412282139539878	0.02849259684204768	0.006091897503141572	0.011746708189914188	0.011173031743430036	0.013467737529366756	0.020788941703545845	0.007703655138501903	0.00931541277386219	0.006856799431787141	0.006884117357810196	0.0061192154291646325	0.008331967437032172	0.0031415614926514767	0.005463585204611272	0.00743047587827133	0.0028137463803748013	0.0016937114134294928	0.00202152652570617	0.007894880620663286	0.0007922198546686334	0.00289570015844397	0.0016663934874064366	0.0013658963011528172	0.0017210293394525496	0.0036606020870895485	0.0010927170409222534	0.0021581161558214498	0.0007375840026225207	0.00112003496694531	0.0010107632628530842	0.0015571217833142113	0.0008741736327378023	0.001283942523083648	0.00019122548216139433	0.00046440474239195766	0.0010927170409222534	0.0005463585204611266	5.463585204611266e-05	0.0007922198546686335	0.00021854340818445067	0.0004644047423919575	0.0009561274108069715	0.000245861334207507	0.00019122548216139433	0.00040976889034584487	0.000245861334207507	2.731792602305633e-05	0.00013658963011528165	0.0	0.0003004971862536196	0.00021854340818445067	0.00013658963011528165	8.1953778069169e-05	0.00021854340818445065	0.0003004971862536196	0.0	0.0001912254821613943	5.463585204611266e-05	0.00013658963011528165	0.00019122548216139433	5.463585204611266e-05	8.1953778069169e-05	0.0	8.1953778069169e-05	8.195377806916898e-05	8.1953778069169e-05	0.00013658963011528165	0.00013658963011528165	0.00010927170409222532	2.731792602305633e-05	0.0	0.0	2.731792602305633e-05	5.463585204611266e-05	8.1953778069169e-05	8.195377806916898e-05	2.731792602305633e-05	0.00016390755613833797	2.731792602305633e-05	2.731792602305633e-05	5.463585204611266e-05	0.0	5.463585204611266e-05	2.731792602305633e-05	0.0	0.0	0.0	2.731792602305633e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.463585204611266e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.731792602305633e-05	0.0	0.0	2.731792602305633e-05	0.0	2.731792602305633e-05	0.0	5.463585204611266e-05	0.0	0.0	0.0	0.0	0.0	2.731792602305633e-05	0.0	0.0	0.0	0.0
wb4b	0.16635972989563935	0.21398909471707397	0.03271584877044733	0.09738923193586947	0.07236485754522856	0.051348716282092435	0.03722962481493506	0.04892933232224726	0.03661575127288461	0.009858086881161328	0.02069114938793182	0.027804860434044565	0.007438702921315869	0.01115805438197382	0.012999675008124805	0.01444408334236091	0.022641100639150653	0.008377568338569341	0.011446936048821035	0.009280323547466876	0.006897049795977326	0.00696927021268915	0.007835915213230786	0.0025638247932690565	0.0058137435453002664	0.0070414906294009386	0.003719351460657927	0.001913841042862817	0.0020221716679305235	0.0077998050048748895	0.0007222041671180442	0.003286028960387101	0.004008233127505146	0.0015166287509478925	0.00213050229299823	0.00278048604340447	0.0009388654172534574	0.0015166287509478927	0.0010833062506770662	0.0008305347921857508	0.001227747084100675	0.0012638572924565771	0.0005777633336944353	0.0019499512512187196	0.00014444083342360885	0.0008305347921857509	0.0009388654172534576	0.0005777633336944353	0.00014444083342360885	0.001516628750947893	0.0004694327086267286	0.0003972122919149243	0.0007944245838298487	0.0003611020835590221	0.00018055104177951104	0.00039721229191492423	0.00032499187520311984	0.0	0.00018055104177951104	3.611020835590221e-05	0.00014444083342360885	0.00032499187520311984	0.00021666125013541324	7.222041671180442e-05	0.0	0.0004333225002708265	3.611020835590221e-05	0.00028888166684721764	0.00010833062506770663	0.00014444083342360885	7.222041671180442e-05	3.611020835590221e-05	7.222041671180442e-05	0.0	0.0	0.0	3.611020835590221e-05	0.00014444083342360885	0.00018055104177951104	7.222041671180442e-05	0.0	0.0	0.0	0.0	3.611020835590221e-05	0.0	0.0	3.611020835590221e-05	0.00018055104177951104	3.611020835590221e-05	3.611020835590221e-05	0.0	0.0	0.0	7.222041671180442e-05	0.0	0.0	3.611020835590221e-05	0.0	0.0	0.0	0.0	0.00014444083342360885	0.00010833062506770663	0.0	0.0	0.0	0.0	0.0	0.0	3.611020835590221e-05	3.611020835590221e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.611020835590221e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.611020835590221e-05	0.0
wb5a	0.20300165445521584	0.10491609548569984	0.11897896478373858	0.09539116048215462	0.049870007090522	0.05098085558969386	0.049870007090522014	0.04530843772157813	0.050035452611674976	0.022996927440321505	0.017702670763413007	0.015859134956275143	0.012857480501063593	0.015953675254077065	0.015268258095013006	0.011959347671945184	0.011486646182935477	0.008863152918931697	0.006759631292838552	0.009714015599149141	0.0003545261167572678	0.006972346962892909	0.0026707634129047512	0.004537934294493024	0.004041597731032852	0.004136138028834789	0.005436067123611435	0.006192389506026939	0.0032852753486173505	0.005530607421413365	0.00281257385960766	0.003828882060978492	0.005152446230205622	0.0032616402741668664	0.0027180335618057208	0.0024816828173008752	0.0019617111793902163	0.001087213424722288	0.0007799574568659894	0.0011344835736232571	0.0009454029780193813	0.0005199716379106593	0.0012999290947766494	0.000590876861262113	0.0010399432758213191	4.7270148900969035e-05	0.0011344835736232571	0.0001418104467029071	0.0003072559678562987	0.00037816119120775223	0.0006145119357125976	0.000590876861262113	0.00016544552115339164	0.0003545261167572678	0.00016544552115339164	0.0002836208934058142	0.0002836208934058142	4.7270148900969035e-05	0.0004963365634601749	0.0001418104467029071	0.0003072559678562987	0.0003072559678562987	0.00016544552115339164	0.00040179626565823673	0.00040179626565823673	0.0001654455211533916	0.00016544552115339164	0.0005199716379106593	9.454029780193807e-05	0.0	0.00016544552115339164	0.00011817537225242258	0.00018908059560387617	7.090522335145356e-05	0.0	2.3635074450484518e-05	7.090522335145356e-05	7.090522335145356e-05	9.454029780193807e-05	7.090522335145356e-05	2.3635074450484518e-05	4.7270148900969035e-05	0.0	4.7270148900969035e-05	0.0	2.3635074450484518e-05	0.0	0.00011817537225242258	4.7270148900969035e-05	4.7270148900969035e-05	0.0	4.7270148900969035e-05	0.0	2.3635074450484518e-05	7.090522335145356e-05	2.3635074450484518e-05	7.090522335145356e-05	0.0	7.090522335145356e-05	2.3635074450484518e-05	0.0	4.7270148900969035e-05	0.0	2.3635074450484518e-05	0.0	0.0	0.0	2.3635074450484518e-05	0.0	0.0	2.3635074450484518e-05	0.0	0.0	0.0	2.3635074450484518e-05	0.0	2.3635074450484518e-05	2.3635074450484518e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3635074450484518e-05	0.0	0.0	0.0
