	Proteobacteria	Acidobacteriota	Actinobacteriota	Firmicutes	Bacteroidota	Planctomycetota	Verrucomicrobiota	Bacteria_unclassified	Myxococcota	Chloroflexi	Crenarchaeota	Gemmatimonadota	Desulfobacterota	Deinococcota	Nitrospirota	Latescibacterota	Bdellovibrionota	Cyanobacteria	Armatimonadota	Methylomirabilota	RCP2-54	Entotheonellaeota	Fusobacteriota	Elusimicrobiota	NB1-j	Abditibacteriota	MBNT15	Patescibacteria	Fibrobacterota	Spirochaetota	Sumerlaeota	Dependentiae	WS2	Halobacterota	WPS-2	Thermoplasmatota	Campylobacterota	SAR324_clade(Marine_group_B)	GAL15	FCPU426	Archaea_unclassified	Deferrisomatota	Hydrogenedentes
21to22FACS16S221215E07	0.4891270091396154	0.14560352978254018	0.1263788213047589	0.016073116924046643	0.040655531043176804	0.03246139300346675	0.03844941695556256	0.00976993381657737	0.0	0.0018909549322407816	0.034667507091081	0.004727387330601953	0.0	0.015442798613299717	0.0	0.0009454774661203908	0.0	0.0	0.021430822565395524	0.00882445635045698	0.0	0.0	0.0	0.013551843681058934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E08	0.4837244511733536	0.16048448145344435	0.06434519303557909	0.006813020439061317	0.10900832702498109	0.06964420893262681	0.013626040878122634	0.07115821347464042	0.00984102952308857	0.008327024981074944	0.0	0.001514004542013626	0.0	0.0	0.0	0.0	0.0	0.0	0.000757002271006813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000757002271006813	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E09	0.41907514450867056	0.11127167630057803	0.1257225433526012	0.028901734104046242	0.0541907514450867	0.0939306358381503	0.0	0.06936416184971099	0.006502890173410405	0.024566473988439308	0.023121387283236997	0.016618497109826588	0.0	0.01300578034682081	0.0	0.0036127167630057803	0.0	0.0	0.0	0.0050578034682080926	0.0050578034682080926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E10	0.5049580472921434	0.05720823798627002	0.09038901601830664	0.12585812356979403	0.03775743707093822	0.044241037376048814	0.005339435545385202	0.0007627765064836003	0.0	0.032036613272311214	0.0	0.0	0.005720823798627002	0.0	0.0	0.0	0.0	0.010297482837528604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08543096872616324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E11	0.695086705202312	0.11319845857418111	0.06358381502890174	0.017822736030828516	0.004816955684007707	0.029865125240847782	0.0	0.009633911368015413	0.001445086705202312	0.0	0.03564547206165703	0.0	0.0	0.005780346820809248	0.0	0.01926782273603083	0.0	0.0	0.0	0.0	0.0	0.0	0.0038535645472061657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E12	0.34751968503937025	0.03594488188976378	0.217952755905512	0.2721653543307088	0.04531496062992126	0.02885826771653543	0.008661417322834646	0.006929133858267715	7.874015748031496e-05	0.002125984251968504	0.0038582677165354333	0.0012598425196850393	0.0	0.02574803149606299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035826771653543307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F01	0.27875474114575705	0.2537806019407912	0.12718585291364967	0.004679572434855425	0.04083542682626473	0.04507167134623909	0.049012363922959455	0.02014679079848285	0.02866853849564061	0.05221417664154478	0.030540367469582778	0.020048273484064832	0.0057140042362445196	0.0	0.008718782325993794	0.003497364661839318	0.0024629328604502242	0.0006896212009260628	0.005270676321363478	0.004827348406482438	0.0009359144869710851	0.0007881385153440717	0.002118122259987193	0.004334761834392394	0.009703955470173881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F02	0.7919075144508674	0.0	0.0	0.09826589595375723	0.10404624277456646	0.0	0.005780346820809248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F03	0.25697055198555174	0.3586704597424958	0.0378351562318324	0.009131287449518242	0.07846085871309298	0.05278008170099299	0.042168254435805824	0.028548838435123704	0.019076484221786417	0.02014619361740061	0.01792150813521747	0.014774392087251077	0.005480322773182849	0.0001705333819095088	0.009782414907718189	0.00607718960986613	0.0020308975481950595	0.0016433216802189028	0.0013332609858379778	0.017270380677017527	0.0077825234289612185	0.0017828489926903191	0.0	0.0	0.008588681234351624	0.0	0.0006278729061213733	0.00024029703814521693	0.00027905462494283255	0.0	0.00025580007286426316	0.0	0.0	0.0	0.00012402427775237002	0.0	0.0	0.0	0.0	0.0	0.0	4.650910415713876e-05	0.0
21to22FACS16S221215F04	0.6291955247735749	0.06393180607352157	0.10974960042621204	0.013319126265316995	0.004794885455514118	0.0	0.04155567394778902	0.014917421417155035	0.0	0.015982951518380393	0.02770378263185935	0.04848161960575386	0.0	0.0	0.0	0.0031965903036760787	0.0	0.0015982951518380393	0.004794885455514118	0.02077783697389451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F05	0.6936094674556211	0.13573964497041416	0.021538461538461538	0.01195266272189349	0.024378698224852068	0.02343195266272189	0.0021301775147928993	0.03881656804733728	0.016449704142011835	0.0	0.01408284023668639	0.009349112426035503	0.0	0.0	0.0	0.0	0.003195266272189349	0.0	0.0017751479289940828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035502958579881655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F06	0.6711624919717406	0.050417469492614005	0.04078355812459859	0.06294155427103405	0.0030507385998715477	0.031149646756583174	0.0	0.017822736030828512	0.018625561978163133	0.0	0.01894669235709698	0.02199743095696852	0.0	0.011078998073217727	0.0072254335260115606	0.0	0.0	0.007546563904945408	0.0008028259473346178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027296082209377008	0.0	0.009152215799614644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F07	0.6081893442341386	0.051045996358764736	0.023908488200336645	0.01745044828415376	0.1257256707086668	0.029542097488921712	0.017244340627254304	0.006732850125382158	0.0130191336608155	0.005908419497784343	0.013500051526914225	0.018103122531002026	0.0018893201882449933	0.0	0.0	0.004087801861839167	0.0497406478650682	0.0020267252928446292	0.003263371234241352	0.002232832949744083	0.0	0.0	0.0	0.001099240836797087	0.0	0.0	0.0	6.870255229981793e-05	0.0	0.004912232489436982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030916148534918073	0.0	0.0	0.0
21to22FACS16S221215F08	0.5489307720188479	0.1614715476621964	0.04711852120333454	0.005980427691192461	0.09115621602029718	0.007792678506705328	0.04566872055092425	0.0001812250815512867	0.012595143167814425	0.010964117433852845	0.013682493657122145	0.020206596592968466	0.0	0.0	0.0061616527727437476	0.0	0.004802464661109097	0.0	0.008245741210583545	0.0	0.004530627038782167	0.0	0.0	0.0	0.0	0.0	0.0	0.010511054729974628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F09	0.6688584219362059	0.09051482932288753	0.10436485730274203	0.04462786793508673	0.02140458869613878	0.015528819250139901	0.0	0.009093452714045887	0.0	0.014829322887520984	0.011471740346950195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019306099608282036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F10	0.5312407462244596	0.11978087059520286	0.07047675451584247	0.042345276872964174	0.09372223867337875	0.015398282499259697	0.02561445069588392	0.007403020432336393	0.0	0.03050044418122594	0.006662718389102754	0.009327805744743855	0.008735564110156944	0.0007403020432336393	0.036867041753035235	0.0	0.0	0.0	0.0002961208172934557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008883624518803672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F11	0.7595112468758678	0.10024993057484033	0.0358233823937795	0.007220216606498195	0.011108025548458762	0.0019439044709802832	0.05415162454873647	0.0033324076645376284	0.0005554012774229381	0.0	0.0019439044709802832	0.00583171341294085	0.0	0.0	0.0	0.0	0.0	0.0	0.013329630658150514	0.0	0.0	0.0	0.0036101083032490976	0.0013885031935573452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F12	0.6452933151432468	0.1718963165075034	0.03001364256480218	0.07639836289222374	0.01227830832196453	0.015006821282401092	0.03547066848567531	0.0	0.0	0.001364256480218281	0.008185538881309686	0.0	0.0	0.0	0.0	0.0	0.002728512960436562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001364256480218281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G01	0.19508281573498967	0.3120600414078671	0.18348861283643894	0.010817805383022775	0.047981366459627334	0.05191511387163561	0.05087991718426502	0.02458592132505176	0.013923395445134575	0.0213768115942029	0.013146997929606625	0.017857142857142856	0.011490683229813663	0.0	0.0033643892339544515	0.015786749482401656	0.0019668737060041406	0.009575569358178054	0.0012422360248447205	0.0007246376811594203	0.009006211180124223	0.0	0.0	0.0	0.0018115942028985507	0.0002587991718426501	0.0	0.0	0.0	0.0	0.0	0.0	0.0016563146997929607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G02	0.6799464345497168	0.006277201205222632	0.03703548711081354	0.03565450284566455	0.15709742216270509	0.013056578506863075	0.033269166387679946	0.00460328088382993	0.0006277201205222632	0.00046032808838299296	4.1848008034817545e-05	0.0031386006026113155	0.0	0.0034315366588550385	0.0	0.0	0.0010462002008704385	0.0017157683294275194	0.006779377301640442	0.0	0.0	0.0	0.004519584867760294	0.0	0.0	0.0	0.0	0.004686976899899566	0.0	0.0	0.0	0.006611985269501173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G03	0.2472112994719004	0.3583840493400116	0.03426933598742562	0.001963375700914248	0.10576122958442784	0.05097162622982913	0.04957387676962149	0.02334839857070602	0.024898432018796202	0.014744353255342159	0.01434188843022402	0.013787139617223294	0.005509417133036381	0.0	0.010942692272131481	0.004992739317006315	0.002583389080150326	0.0009735297796777018	0.0008484393610598966	0.010377066031424888	0.009550381525776782	0.004155177383652314	0.0	0.0017730207160610656	0.006928921448655822	0.0	0.0	0.00058738109611839	5.98258523824286e-05	0.0	0.0009680910658247538	0.0004405358220887924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7193569264740275e-05	0.0	2.7193569264740275e-05
21to22FACS16S221215G04	0.6555161719096145	0.15152857775808598	0.04430660168365087	0.02990695613646433	0.03677447939743022	0.008639787328311919	0.0	0.0024368630926007973	0.0024368630926007973	0.0203810367744794	0.028134692069118297	0.006424457244129375	0.0	0.0	0.0	0.007089056269384138	0.0	0.005316792202038104	0.0	0.0	0.0	0.0	0.0	0.0	0.0011076650420912715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G05	0.5140837641101386	0.10212047684354891	0.07448043042515035	0.06456377254984705	0.022470724759995783	0.03249287899567465	0.01846186306572423	0.023631184724127015	0.02320919928262475	0.014980483173330521	0.011815592362063507	0.02373668108450258	0.008861694271547631	0.03280936807680135	0.0	0.007384745226289693	0.0030593944508914444	0.0	0.015085979533706086	0.006013292541407322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007384745226289693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G06	0.36526946107784436	0.058383233532934134	0.0074850299401197605	0.44161676646706594	0.0	0.0	0.0014970059880239522	0.0	0.07934131736526945	0.0	0.020958083832335328	0.0	0.0	0.0	0.0	0.0	0.0	0.02245508982035928	0.0	0.0	0.0	0.0	0.0	0.0029940119760479044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G07	0.662785281788542	0.05589194224499301	0.037959944108057746	0.051700046576618544	0.034699580810433166	0.011877037727061016	0.009781089892873776	0.00512342803912436	0.008849557522123894	0.020493712156497437	0.030973451327433628	0.023986958546809503	0.004890544946436889	0.030740568234746156	0.0	0.0037261294829995344	0.0	0.0	0.0004657661853749418	0.0	0.0011644154634373545	0.0	0.0	0.004890544946436889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G08	0.5869382772564276	0.09727626459143968	0.028076600289921413	0.0426489662012665	0.10284580758373389	0.03189135576409552	0.02136263065537499	0.023575188830395968	0.023041123064011598	0.017776760509651334	0.0	0.013046463721675441	0.004882887006942855	0.0	0.0	0.0	0.0	0.0	0.0	0.005188067444876783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014496070801861601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G09	0.6226315789473684	0.11842105263157894	0.042631578947368416	0.07315789473684209	0.02	0.02578947368421053	0.04473684210526316	0.0	0.005263157894736842	0.0036842105263157894	0.008421052631578947	0.013157894736842105	0.0	0.0	0.002631578947368421	0.0	0.0	0.0	0.002631578947368421	0.0	0.0	0.0	0.0	0.016842105263157894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G10	0.5583756345177665	0.12472806381435825	0.08764114782969026	0.010877447425670777	0.07065161089816638	0.012431368486480885	0.07976794778825237	0.014399668496840361	0.0	0.005076142131979695	0.027763389619807313	0.0	0.0	0.0	0.0	0.0	0.0	0.008287578990987258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G11	0.6014176663031632	0.07347328244274809	0.03612322791712105	0.05507088331515812	0.019220283533260635	0.0363958560523446	0.024127589967284625	0.060114503816793896	0.025218102508178842	0.0016357688113413304	0.005043620501635769	0.045937840785169035	0.0	0.0	0.0	0.0014994547437295529	0.005588876772082879	0.0029989094874591058	0.003544165757906216	0.0	0.0	0.0	0.0	0.0	0.002589967284623773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215G12	0.6261073475768633	0.14095883272537776	0.09236581552892131	0.004429390307451798	0.02123501823866597	0.006644085461177697	0.0035174570088587808	0.03973423658155289	0.0	0.0033871808233454925	0.024752475247524754	0.012376237623762373	0.0070349140177175615	0.0	0.004820218863991662	0.0	0.0	0.012636789994788952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H01	0.7272350993377471	0.11227235099337741	0.04076986754966885	0.0020695364238410598	0.0069329470198675495	0.011589403973509934	0.022040562913907286	0.010968543046357616	0.003932119205298013	0.023282284768211925	0.00031043046357615895	0.010761589403973508	0.0035182119205298015	0.0	0.004346026490066225	0.0	0.002173013245033113	0.0018625827814569536	0.0007243377483443709	0.007036423841059602	0.0007243377483443709	0.0	0.0	0.00010347682119205298	0.00010347682119205298	0.00010347682119205298	0.0021730132450331124	0.004035596026490066	0.0	0.0	0.0	0.0	0.00031043046357615895	0.0	0.0006208609271523179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H02	0.2302187973028762	0.2926929957341408	0.08462914545204345	0.056281821934773636	0.03543415439658732	0.0324755745149305	0.06075409384890601	0.03116829503233796	0.016581808173936976	0.036466217146002476	0.014104857575340581	0.0366726296958855	0.009150956378147793	0.0	0.015480941241227467	0.008944543828264758	0.0	0.00020641254988303288	0.0	0.010114214944268611	0.00020641254988303288	0.0	0.0	0.00020641254988303288	0.0011008669327095088	0.0	0.0	0.0	0.002132929682124673	0.02442548506949222	0.0	0.0005504334663547544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H03	0.5163668534355649	0.12710115010321438	0.07991742848717191	0.04511943379534061	0.12857564140371572	0.021232674727219108	0.0002948982601002654	0.0041285756414037155	0.006782659982306104	0.008552049542907697	0.015334709525213801	0.0005897965202005308	0.001474491300501327	0.0	0.0020642878207018578	0.0	0.0	0.0	0.0	0.0	0.0	0.042465349454438216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H04	0.5782185628742514	0.11976047904191617	0.07672155688622755	0.05538922155688623	0.045284431137724554	0.01347305389221557	0.06961077844311377	0.010479041916167664	0.0	0.009730538922155689	0.0	0.01534431137724551	0.0	0.0	0.005988023952095809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H05	0.6172347541450217	0.06290471785383904	0.10318081548423828	0.08603145235892692	0.015939657012737495	0.023696007969828504	0.021134277378495697	0.007542873407813277	0.016580089660570698	0.011670106027182808	0.007614032590905856	0.0	0.002846367323703124	0.011100832562442185	0.0	0.0027752081406105457	0.0045541877179249984	0.0	0.0	0.0009250693802035153	0.0	0.0010673877463886715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031310040560734364	0.0	0.0	0.0	0.0	7.11591830925781e-05	0.0	0.0
21to22FACS16S221215H06	0.6325564457392571	0.02002913328477786	0.0852148579752367	0.05571740713765477	0.011289147851420248	0.05972323379461034	0.0014566642388929353	0.009832483612527313	0.00873998543335761	0.0	0.0	0.0	0.07501820830298617	0.0007283321194464676	0.01711580480699199	0.0	0.0	0.0	0.0	0.0	0.022578295702840496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H07	0.5973455844818785	0.009698825931597753	0.05829504849412965	0.024910668708524757	0.14374680959673297	0.02858601327207759	0.07228177641653905	0.0002041858090862685	0.011332312404287902	0.0	0.017662072485962223	0.0002041858090862685	0.0	0.0	0.0	0.0	0.027054619703930576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008677896886166412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H08	0.5696689761354885	0.10106675464643136	0.08688001759595297	0.0059386341141537445	0.06004618937644342	0.02639392939623887	0.00285934235125921	0.0	0.008907951171230616	0.03706147586055208	0.030902892334763003	0.01022764764104256	0.05960629055317277	0.0	0.00043989882327064776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H09	0.7490934208254193	0.0764980141599033	0.03462269038162666	0.016663788637541012	0.03116905543084096	0.0	0.01113797271628389	0.02952857882921775	0.0	0.005957520290105336	0.002849248834398204	0.0	0.0	0.0	0.005871179416335693	0.0	0.0	0.02201692281125885	0.0	0.0	0.01459160766706959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H10	0.6365085691510566	0.0812503558617548	0.06695894778796334	0.07100153732278083	0.02801343733986221	0.017195239993167456	0.007288048738825941	0.024540226612765472	0.01486078688151227	0.00609235324261231	0.012070830723680464	0.013152650458349941	0.0	0.009850253373569436	0.0	0.0	0.003814838011729203	0.007401924500370096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215H11	0.5501253132832078	0.05411255411255411	0.13978127136021873	0.07678286625655047	0.013784461152882205	0.004442925495557075	0.03349282296650718	0.004101161995898838	0.0021645021645021645	0.008430166324903166	0.030075187969924814	0.011050353155616314	0.015379357484620642	0.012759170653907496	0.0	0.0003417634996582365	0.012645249487354751	0.002050580997949419	0.0037593984962406013	0.0	0.0	0.020164046479835954	0.00455684666210982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RID001236Blank	0.681297709923664	0.0	0.0	0.0	0.3187022900763359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
