	Proteobacteria	Acidobacteriota	Actinobacteriota	Firmicutes	Bacteroidota	Planctomycetota	Verrucomicrobiota	Bacteria_unclassified	Myxococcota	Chloroflexi	Crenarchaeota	Gemmatimonadota	Desulfobacterota	Deinococcota	Nitrospirota	Latescibacterota	Bdellovibrionota	Cyanobacteria	Armatimonadota	Methylomirabilota	RCP2-54	Entotheonellaeota	Fusobacteriota	Elusimicrobiota	NB1-j	Abditibacteriota	MBNT15	Patescibacteria	Fibrobacterota	Spirochaetota	Sumerlaeota	Dependentiae	WS2	Halobacterota	WPS-2	Thermoplasmatota	Campylobacterota	SAR324_clade(Marine_group_B)	GAL15	FCPU426	Archaea_unclassified	Deferrisomatota	Hydrogenedentes
21to22FACS16S221215D02	0.6891992029904281	0.0028982166087572255	0.039274128476624856	0.14369775113760477	0.0898447148714739	0.003661194087198995	0.007734066669960096	0.003672172180413984	0.005823878450551923	3.2934279644968464e-05	5.489046607494744e-06	0.0	2.1956186429978976e-05	0.0	0.0	0.0	0.0020913267574554978	1.0978093214989488e-05	0.0	0.00041167849556210585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031671798925244675	0.0	0.0	0.0	0.008453131775541906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D03	0.3098683140952695	0.32665420256868827	0.04982929604942286	0.011420907169565921	0.13018208421394895	0.03097057389042431	0.019305803934319618	0.014265973012518285	0.013127946675337343	0.03178344984555358	0.0007722321573727849	0.0076816777759713874	8.128759551292472e-05	0.0	0.00670622662981629	4.064379775646236e-05	0.0030889286294911397	0.0134937408551455	0.004917899528531946	0.009022923101934643	0.003820516989107462	0.006503007641033978	0.0	0.0	0.0021541212810925053	0.0	0.0	0.0	0.0	0.0	0.004308242562185011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D04	0.5723925654078375	0.15200662957262928	0.06392802178288148	0.057771990055641056	0.032082396116964604	0.03291109269563158	0.0	0.0179945542796259	0.0	0.010299514620575352	0.0	0.037528116491061914	0.0	0.0	0.0	0.023085118977151653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D05	0.6398148148148147	0.07335390946502059	0.10010288065843628	0.0770061728395062	0.021656378600823045	0.00648148148148148	0.010596707818930042	0.011162551440329217	0.010545267489711935	0.010185185185185184	0.016306584362139918	0.000668724279835391	0.002726337448559671	0.007458847736625514	0.0	0.0	0.000720164609053498	0.0	0.0	0.008641975308641976	0.0	0.0	0.00257201646090535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D06	0.5438255613126077	0.022452504317789296	0.11636442141623493	0.15781519861830737	0.008095854922279792	0.02158894645941278	0.042530224525043174	0.0033462867012089806	0.03983160621761658	0.0	0.0042098445595854924	0.0	0.0	0.0008635578583765112	0.0	0.0	0.0051813471502590676	0.008203799654576857	0.0	0.0	0.0069084628670120895	0.0	0.0042098445595854924	0.0	0.0	0.0	0.014572538860103627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D07	0.4227222427148652	0.10365178900774621	0.12559940981187753	0.08170416820361491	0.032091479158981924	0.03873109553670232	0.0	0.00018443378827001107	0.12117299889339728	0.018812246403541125	0.0018443378827001106	0.00018443378827001107	0.0	0.0	0.0	0.03264478052379195	0.0	0.0	0.00036886757654002215	0.006455182589450387	0.0	0.004610844706750277	0.0	0.009221689413500553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D08	0.3980614973262032	0.16493983957219246	0.056316844919786106	0.040274064171122996	0.11229946524064173	0.04712566844919786	0.03074866310160428	0.02807486631016043	0.017045454545454544	0.02874331550802139	0.03927139037433155	0.026905080213903743	0.0	0.0	0.01019385026737968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D09	0.3992406001111318	0.1774402667160585	0.0565845526949435	0.04556399333209853	0.09872198555288018	0.04047045749212817	0.002130024078533062	0.035376921652157806	0.013243193183922948	0.027134654565660304	0.04408223745137988	0.028616410446378956	0.013613632154102611	0.0	0.006760511205778848	0.0	0.004260048157066124	0.0	0.0006482681978144101	0.0	0.0	0.006112243007964438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D10	0.5389447236180903	0.06155778894472363	0.05433417085427137	0.00314070351758794	0.230213567839196	0.016959798994974875	0.0043969849246231155	0.03863065326633166	0.000314070351758794	0.03454773869346734	0.0157035175879397	0.0	0.000628140703517588	0.0	0.0	0.000628140703517588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D11	0.7383283989979506	0.07014347529036666	0.06741061261671602	0.05374629924846277	0.0056934639034388525	0.010931450694602596	0.009109542245502164	0.013094966977909359	0.009906627191983602	0.004099294010475974	0.006604418127989069	0.0	0.0	0.0	0.0021635162833067638	0.0018219084491004327	0.0	0.0	0.0	0.0017080391710316556	0.0	0.0	0.0	0.0004554771122751082	0.004782509678888636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D12	0.5524162941722187	0.12853166905625366	0.09690478198532512	0.10432655815130303	0.03719321919541199	0.005650670490005904	0.027156953698237327	0.01459053723538838	8.433836552247617e-05	0.018132748587332378	0.0016024289449270473	0.0004216918276123809	0.0	0.005566332124483427	0.001349413848359619	0.00286750442776419	0.0032048578898540947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E02	0.979381443298969	0.0	0.005154639175257732	0.010309278350515464	0.005154639175257732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E03	0.7012987012987013	0.025974025974025976	0.03896103896103896	0.2337662337662338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E04	0.5136186770428016	0.13618677042801558	0.21789883268482488	0.007782101167315175	0.011673151750972763	0.0	0.027237354085603113	0.0038910505836575876	0.0	0.0	0.0	0.08171206225680934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E05	0.6778505547386713	0.030209864991311324	0.08675310787327896	0.038898542975538034	0.006282582542440851	0.0012030477208929287	0.0005346878759524128	0.012832509022857907	0.10493249565566101	0.008822349953214811	0.013768212805774628	0.010560085550060152	0.0	0.0	0.0	0.0	0.0014703916588691352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005881566635476541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E06	0.8081046585832803	0.02788768347160179	0.051627313337587744	0.03535417996171028	0.015634971282705808	0.004148053605615826	0.009763880025526485	0.013082322910019147	0.005998723675813657	0.0	0.007275047862156988	0.0012125079770261647	0.009253350350989151	0.003637523931078494	0.0007657945118059987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005998723675813657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025526483726866624	0.0	0.0	0.0	0.0	0.0	0.0
