	Gammaproteobacteria	Alphaproteobacteria	Vicinamibacteria	Bacteroidia	Actinobacteria	Bacilli	Verrucomicrobiae	Planctomycetes	Bacteria_unclassified	Thermoleophilia	Nitrososphaeria	Polyangia	Clostridia	Blastocatellia	Gemmatimonadetes	Acidobacteriae	Acidimicrobiia	Phycisphaerae	Desulfuromonadia	Deinococci	KD4-96	TK10	Anaerolineae	Nitrospiria	Thermoanaerobaculia	Latescibacterota_cl	Subgroup_11	Methylomirabilia	RCP2-54_cl	Holophagae	Subgroup_5	Entotheonellia	Fusobacteriia	Myxococcia	Ignavibacteria	Chloroflexia	Chlamydiae	OM190	Cyanobacteriia	MB-A2-108	Armatimonadota_class	Oligoflexia	Bdellovibrionia	NB1-j_cl	Abditibacteria	Elusimicrobia	Dehalococcoidia	OLB14	Subgroup_22	Subgroup_25	Gitt-GS-136	BD2-11_terrestrial_group	Negativicutes	Kapabacteria	Ktedonobacteria	MBNT15_cl	Chloroflexi_unclassified	Fibrobacteria	Longimicrobia	Actinobacteriota_unclassified	Vampirivibrionia	Fimbriimonadia	Desulfobacterota_class	Acidobacteriota_unclassified	Armatimonadia	Latescibacteria	Sericytochromatia	Sumerlaeia	Babeliae	S0134_terrestrial_group	Parcubacteria	vadinHA49	Spirochaetia	Lineage_IIb	Pla4_lineage	AKAU4049	bacteriap25	JG30-KF-CM66	Proteobacteria_unclassified	Gemmatimonadota_unclassified	Kiritimatiellae	Bacteroidota_unclassified	ABY1	Myxococcota_unclassified	Chthonomonadetes	Desulfobacterota_unclassified	AT-s3-28	Leptospirae	Subgroup_18	Kryptonia	Omnitrophia	Lineage_IIa	Rubrobacteria	Desulfobulbia	AD3	Gracilibacteria	WS2_cl	Methanomicrobia	WPS-2_cl	Subgroup_20	Microgenomatia	Thermoplasmatota_unclassified	Saccharimonadia	Planctomycetota_unclassified	Pla3_lineage	Campylobacteria	Rhodothermia	WWE3	SHA-26	Firmicutes_unclassified	BD7-11	Coriobacteriia	Subgroup_19	Thermovenabulia	Cyanobacteria_unclassified	Limnochordia	Patescibacteria_unclassified	SAR324_clade(Marine_group_B)_cl	Berkelbacteria	GAL15_cl	Patescibacteria_class	Syntrophobacteria	Syntrophomonadia	FCPU426_cl	Bdellovibrionota_unclassified	Archaea_unclassified	Latescibacterota_unclassified	P2-11E	Defferrisomatia	Armatimonadota_unclassified	Hydrogenedentia	Verrucomicrobiota_unclassified
21to22FACS16S221215D08	0.2553475935828877	0.1427139037433155	0.14555481283422456	0.10661764705882354	0.05314171122994653	0.029244652406417115	0.03074866310160428	0.04712566844919786	0.02807486631016043	0.003175133689839572	0.03927139037433155	0.017045454545454544	0.009525401069518716	0.016544117647058824	0.026905080213903743	0.002840909090909091	0.0	0.0	0.0	0.0	0.009692513368983958	0.0	0.019050802139037433	0.01019385026737968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015040106951871657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D09	0.2117058714576773	0.18753472865345427	0.16521578070012963	0.07834784219299872	0.039636969809223925	0.04556399333209853	0.002130024078533062	0.038247823671050195	0.035376921652157806	0.011946656788294128	0.04408223745137988	0.013243193183922948	0.0	0.0	0.022411557695869604	0.0	0.005000926097425449	0.0022226338210779776	0.0048157066123356174	0.0	9.260974254491573e-05	0.0	0.025004630487127245	0.006760511205778848	0.0	0.0	0.012224486015928876	0.0	0.0	0.0	0.0	0.006112243007964438	0.0	0.0	0.02037414335988146	0.0	0.0	0.0	0.0	0.0	0.0	0.0008334876829042416	0.003426560474161882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020374143359881457	0.0	0.0	0.0	0.0	0.0006482681978144101	0.008797925541766994	0.0	0.0	0.0	0.0	0.0	0.0	0.006204852750509354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D10	0.35458542713567837	0.184359296482412	0.04868090452261307	0.230213567839196	0.0471105527638191	0.00314070351758794	0.0043969849246231155	0.016959798994974875	0.03863065326633166	0.00314070351758794	0.0157035175879397	0.000314070351758794	0.0	0.0009422110552763819	0.0	0.0	0.0031407035175879394	0.0	0.000628140703517588	0.0	0.0009422110552763819	0.011306532663316582	0.0009422110552763819	0.0	0.0	0.000628140703517588	0.0	0.0	0.0	0.0	0.01193467336683417	0.0	0.0	0.0	0.0	0.000314070351758794	0.0	0.0	0.0	0.0009422110552763819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020100502512562814	0.0	0.0	0.0	0.0	0.0	0.0	0.0009422110552763819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D11	0.5636529264404464	0.174675472557504	0.07002960601229788	0.0056934639034388525	0.0610339330448645	0.03564108403552722	0.009109542245502164	0.010931450694602596	0.013094966977909359	0.006262810293782737	0.006604418127989069	0.0031883397859257573	0.01810521521293555	0.0	0.0	0.0	0.00011386927806877705	0.0	0.0	0.0	0.0	0.0	0.004099294010475974	0.0021635162833067638	0.0	0.0018219084491004327	0.00011386927806877705	0.0017080391710316556	0.0	0.0	0.0	0.0	0.0	0.006718287406057845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004782509678888636	0.0	0.0004554771122751082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215D12	0.37741418571308066	0.17500210845913797	0.09673610525428018	0.03719321919541199	0.06789238424559332	0.0792780635911276	0.027156953698237327	0.0	0.01459053723538838	0.027325630429282283	0.0016024289449270473	8.433836552247617e-05	0.025048494560175424	0.012650754828371427	0.0004216918276123809	8.433836552247617e-05	0.001433752213882095	0.005650670490005904	0.0	0.005566332124483427	0.0	0.0	0.009192881841949902	0.001349413848359619	0.0	0.00286750442776419	0.0007590452897022856	0.0	0.0	0.0004216918276123809	0.017879733490764948	0.0	0.0	0.0	0.0	0.008855528379859997	0.0	0.0	0.0	0.0002530150965674285	0.0	0.0	0.0032048578898540947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.433836552247617e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E02	0.6288659793814433	0.3505154639175257	0.0	0.005154639175257732	0.005154639175257732	0.010309278350515464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E03	0.7012987012987013	0.0	0.025974025974025976	0.0	0.03896103896103896	0.2337662337662338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E04	0.2840466926070039	0.22957198443579768	0.04669260700389105	0.011673151750972763	0.13229571984435798	0.007782101167315175	0.027237354085603113	0.0	0.0038910505836575876	0.08560311284046693	0.0	0.0	0.0	0.0038910505836575876	0.07392996108949416	0.0622568093385214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023346303501945526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007782101167315175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E05	0.5441785857505682	0.1336719689881032	0.01630798021654859	0.006282582542440851	0.06402887314530142	0.038898542975538034	0.0005346878759524128	0.0	0.012832509022857907	0.016708996123512898	0.013768212805774628	0.10493249565566101	0.0	0.007485630263333779	0.010560085550060152	0.0	0.0001336719689881032	0.0009357037829167224	0.0	0.0	0.0	0.0	0.002005079534821548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628258254244085	0.0	0.0	0.0	0.0	0.006817270418393263	0.0	0.0	0.0	0.0	0.0	0.0	0.0014703916588691352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005881566635476541	0.0	0.0	0.0	0.005881566635476541	0.0	0.0	0.0	0.0001336719689881032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002673439379762064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E06	0.7412252712188896	0.06687938736439056	0.02603701340140396	0.015634971282705808	0.04830887045309508	0.03433312061263562	0.009763880025526485	0.0035737077217613275	0.013082322910019147	0.0012125079770261647	0.007275047862156988	0.005998723675813657	0.0007019783024888322	0.0	0.0012125079770261647	0.0007019783024888322	6.381620931716656e-05	0.0	0.009253350350989151	0.003637523931078494	0.0	0.0	0.0	0.0007657945118059987	0.001148691767708998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005998723675813657	0.0	0.0	0.0	0.0	0.0	0.0	0.0003190810465858328	0.0	0.0	0.0	0.0	0.0	0.0	0.00204211869814933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000574345883854499	0.0	0.00025526483726866624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E07	0.1660888748818153	0.32303813425780004	0.09202647336905136	0.040655531043176804	0.11755436495430191	0.016073116924046643	0.03844941695556256	0.03246139300346675	0.00976993381657737	0.008509297195083516	0.034667507091081	0.0	0.0	0.0025212732429877086	0.004727387330601953	0.02741884651749133	0.0003151591553734636	0.0	0.0	0.015442798613299717	0.0	0.0	0.0	0.0	0.013236684525685471	0.0009454774661203908	0.0	0.00882445635045698	0.0	0.010400252127324297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021430822565395524	0.0	0.0	0.0	0.0	0.013551843681058934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018909549322407816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E08	0.22861468584405756	0.255109765329296	0.11809235427706283	0.08932626797880394	0.034822104466313404	0.006813020439061317	0.013626040878122634	0.02498107494322483	0.07115821347464042	0.00984102952308857	0.0	0.000757002271006813	0.0	0.022710068130204392	0.0	0.013626040878122634	0.01968205904617714	0.04466313398940197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006056018168054504	0.0	0.0	0.0	0.0	0.0	0.0	0.009084027252081756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01968205904617714	0.008327024981074944	0.0	0.0	0.0	0.001514004542013626	0.0	0.0	0.000757002271006813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000757002271006813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E09	0.32080924855491333	0.09826589595375723	0.0953757225433526	0.05202312138728323	0.06502890173410406	0.007947976878612716	0.0	0.0939306358381503	0.06936416184971099	0.01950867052023121	0.023121387283236997	0.006502890173410405	0.0	0.0	0.016618497109826588	0.0	0.041184971098265896	0.0	0.0	0.01300578034682081	0.0	0.001445086705202312	0.0	0.0	0.0	0.0036127167630057803	0.015895953757225433	0.0050578034682080926	0.0050578034682080926	0.0	0.0	0.0	0.0	0.0	0.002167630057803468	0.002167630057803468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020953757225433526	0.0	0.0	0.0	0.020953757225433526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E10	0.2616323417238749	0.24332570556826844	0.04576659038901602	0.03775743707093822	0.07589626239511824	0.04691075514874142	0.005339435545385202	0.044241037376048814	0.0007627765064836003	0.012967200610221205	0.0	0.0	0.07894736842105263	0.010678871090770405	0.0	0.0	0.0015255530129672007	0.0	0.005720823798627002	0.0	0.02364607170099161	0.007627765064836003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007627765064836003	0.0	0.0	0.0	0.0	0.0007627765064836003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08543096872616324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010297482837528604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E11	0.5404624277456646	0.15462427745664742	0.08333333333333331	0.004816955684007707	0.06117533718689788	0.017822736030828516	0.0	0.029865125240847782	0.009633911368015413	0.0024084778420038534	0.03564547206165703	0.001445086705202312	0.0	0.003371868978805395	0.0	0.0009633911368015414	0.0	0.0	0.0	0.005780346820809248	0.0	0.0	0.0	0.0	0.006262042389210019	0.01926782273603083	0.0	0.0	0.0	0.00674373795761079	0.012524084778420038	0.0	0.0038535645472061657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215E12	0.24893700787401582	0.09858267716535436	0.024921259842519684	0.04531496062992126	0.2109055118110238	0.24984251968503948	0.008661417322834646	0.017559055118110237	0.006929133858267715	0.007047244094488189	0.0038582677165354333	7.874015748031496e-05	0.02232283464566929	0.0038582677165354333	0.0	0.004960629921259842	0.0	0.004409448818897638	0.0	0.02574803149606299	0.0	0.0	0.0	0.0	0.0	0.0	0.002204724409448819	0.0	0.0	0.0	0.0	0.0	0.0035826771653543307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002125984251968504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012598425196850393	0.0	0.006889763779527559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F01	0.19826609526624317	0.08043938722230434	0.19535983449091185	0.03797842470814247	0.03457957736072115	0.002216639574405202	0.049012363922959455	0.0273878134082065	0.02014679079848285	0.06861730949214327	0.030540367469582778	0.02428451800403921	0.0024629328604502242	0.038865080537904544	0.014137234618984284	0.00911285158366583	0.020984187971035913	0.013743165361312249	0.004827348406482439	0.0	0.02236343037288804	0.003349588690212305	0.012166888330624109	0.008718782325993794	0.006255849465543569	0.0032018127185852907	0.0007388798581350672	0.004827348406482438	0.0009359144869710851	0.002216639574405202	0.00029555194325402693	0.0007881385153440717	0.002118122259987193	0.0032510713757942953	0.0	0.0033003300330033004	0.0	0.002364415546032215	0.0	0.002906260775331265	0.0023151568888232104	0.0016747943451061523	0.0007881385153440717	0.009703955470173881	0.0	0.0	0.003891433919511354	0.0012314664302251121	0.0003940692576720359	0.0005418452292990494	0.00472883109206443	0.0006896212009260629	0.0	0.0018718289739421703	0.0005911038865080538	0.0	0.0	0.0	0.0018718289739421703	9.851731441800897e-05	0.0	0.0026107088320772376	0.0004433279148810403	0.0	0.0003448106004630314	0.00029555194325402693	0.0006896212009260628	0.0	0.0	0.0020196049455691836	0.0	0.0004925865720900449	0.0	0.0	0.0	0.0013299837446431211	0.0	0.0005911038865080539	4.9258657209004484e-05	0.0	0.0	0.0	0.0	0.0011329491158071031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004334761834392394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019703462883601794	0.0	0.0	0.0009851731441800897	0.0	0.0	0.0	0.0008866558297620806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044332791488104037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21to22FACS16S221215F02	0.6127167630057806	0.17919075144508667	0.0	0.10404624277456646	0.0	0.0	0.005780346820809248	0.0	0.0	0.0	0.0	0.0	0.09826589595375723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
